date,ten_years_rate,three_years_rate
2014/8/2,2.494,0.9181
2014/8/4,2.485,0.899
2014/8/5,2.489,0.905
2014/8/6,2.469,0.902
2014/8/7,2.409,0.867
2014/8/8,2.422,0.894
2014/8/11,2.429,0.894
2014/8/12,2.449,0.894
2014/8/13,2.42,0.883
2014/8/14,2.403,0.883
2014/8/15,2.341,0.862
2014/8/18,2.394,0.888
2014/8/19,2.403,0.896
2014/8/20,2.428,0.947
2014/8/21,2.409,0.939
2014/8/22,2.403,0.969
2014/8/25,2.384,0.979
2014/8/26,2.398,0.966
2014/8/27,2.361,0.955
2014/8/28,2.338,0.939
2014/8/29,2.345,0.929
2014/9/1,2.359,0.9368
2014/9/2,2.423,0.972
2014/9/3,2.398,0.964
2014/9/4,2.453,0.986
2014/9/5,2.459,0.962
2014/9/8,2.471,0.994
2014/9/9,2.502,1.035
2014/9/10,2.543,1.085
2014/9/11,2.55,1.077
2014/9/12,2.609,1.082
2014/9/13,2.609,1.0823
2014/9/15,2.591,1.058
2014/9/16,2.594,1.048
2014/9/17,2.622,1.099
2014/9/18,2.618,1.096
2014/9/19,2.578,1.088
2014/9/22,2.566,1.061
2014/9/23,2.527,1.045
2014/9/24,2.566,1.064
2014/9/25,2.504,1.021
2014/9/26,2.528,1.062
2014/9/27,2.528,1.0618
2014/9/29,2.479,1.035
2014/9/30,2.495,1.046
2014/10/1,2.389,0.973
2014/10/2,2.436,0.989
2014/10/3,2.436,1.03
2014/10/6,2.42,0.997
2014/10/7,2.341,0.946
2014/10/8,2.318,0.899
2014/10/9,2.327,0.912
2014/10/10,2.286,0.883
2014/10/13,2.238,0.8354
2014/10/14,2.197,0.806
2014/10/15,2.129,0.706
2014/10/16,2.151,0.748
2014/10/17,2.199,0.787
2014/10/20,2.193,0.769
2014/10/21,2.227,0.779
2014/10/22,2.22,0.774
2014/10/23,2.277,0.824
2014/10/24,2.266,0.814
2014/10/27,2.259,0.808
2014/10/28,2.3,0.832
2014/10/29,2.321,0.91
2014/10/30,2.308,0.891
2014/10/31,2.335,0.923
2014/11/3,2.346,0.942
2014/11/4,2.335,0.945
2014/11/5,2.346,0.956
2014/11/6,2.382,0.991
2014/11/7,2.301,0.926
2014/11/10,2.36,0.97
2014/11/11,2.371,1.0184
2014/11/12,2.373,1.005
2014/11/13,2.345,0.971
2014/11/14,2.319,0.957
2014/11/17,2.34,0.963
2014/11/18,2.317,0.952
2014/11/19,2.358,0.974
2014/11/20,2.338,0.958
2014/11/21,2.312,0.942
2014/11/24,2.305,0.939
2014/11/25,2.259,0.926
2014/11/26,2.245,0.915
2014/11/27,2.215,0.8991
2014/11/28,2.173,0.862
2014/12/1,2.236,0.899
2014/12/2,2.294,0.945
2014/12/3,2.282,0.969
2014/12/4,2.236,0.951
2014/12/5,2.307,1.073
2014/12/8,2.259,1.065
2014/12/9,2.213,1.024
2014/12/10,2.173,1.011
2014/12/11,2.169,1.048
2014/12/12,2.083,0.974
2014/12/15,2.115,1.026
2014/12/16,2.061,0.989
2014/12/17,2.136,1.069
2014/12/18,2.208,1.093
2014/12/19,2.16,1.091
2014/12/22,2.156,1.11
2014/12/23,2.269,1.166
2014/12/24,2.264,1.169
2014/12/25,2.255,1.1745
2014/12/26,2.252,1.169
2014/12/29,2.204,1.124
2014/12/30,2.192,1.097
2014/12/31,2.17,1.073
2015/1/1,2.17,1.0728
2015/1/2,2.114,1.059
2015/1/5,2.034,1.043
2015/1/6,1.938,0.986
2015/1/7,1.969,0.976
2015/1/8,2.018,0.976
2015/1/9,1.95,0.921
2015/1/12,1.909,0.891
2015/1/13,1.905,0.893
2015/1/14,1.855,0.838
2015/1/15,1.728,0.725
2015/1/16,1.831,0.819
2015/1/19,1.8,0.7848
2015/1/20,1.791,0.835
2015/1/21,1.875,0.875
2015/1/22,1.872,0.896
2015/1/23,1.789,0.851
2015/1/26,1.828,0.878
2015/1/27,1.828,0.872
2015/1/28,1.719,0.8
2015/1/29,1.756,0.829
2015/1/30,1.639,0.736
2015/2/2,1.674,0.765
2015/2/3,1.798,0.837
2015/2/4,1.747,0.8
2015/2/5,1.817,0.848
2015/2/6,1.958,1.013
2015/2/9,1.978,1.032
2015/2/10,2.004,1.03
2015/2/11,2.021,1.074
2015/2/12,1.988,1.021
2015/2/13,2.047,1.045
2015/2/16,2.019,1.0186
2015/2/17,2.145,1.088
2015/2/18,2.085,1.016
2015/2/19,2.122,1.048
2015/2/20,2.115,1.056
2015/2/23,2.061,1.021
2015/2/24,1.972,0.955
2015/2/25,1.972,0.968
2015/2/26,2.031,1.027
2015/2/27,1.996,1
2015/3/2,2.089,1.048
2015/3/3,2.122,1.075
2015/3/4,2.119,1.048
2015/3/5,2.117,1.038
2015/3/6,2.247,1.144
2015/3/9,2.192,1.106
2015/3/10,2.121,1.068
2015/3/11,2.109,1.098
2015/3/12,2.11,1.077
2015/3/13,2.118,1.072
2015/3/16,2.074,1.056
2015/3/17,2.052,1.069
2015/3/18,1.918,0.912
2015/3/19,1.97,0.992
2015/3/20,1.932,0.944
2015/3/23,1.909,0.925
2015/3/24,1.873,0.904
2015/3/25,1.927,0.941
2015/3/26,1.996,0.963
2015/3/27,1.96,0.93
2015/3/30,1.953,0.914
2015/3/31,1.927,0.882
2015/4/1,1.859,0.852
2015/4/2,1.913,0.86
2015/4/3,1.842,0.784
2015/4/6,1.899,0.808
2015/4/7,1.887,0.83
2015/4/8,1.906,0.877
2015/4/9,1.963,0.909
2015/4/10,1.949,0.914
2015/4/13,1.93,0.887
2015/4/14,1.9,0.861
2015/4/15,1.89,0.84
2015/4/16,1.895,0.824
2015/4/17,1.865,0.843
2015/4/20,1.886,0.851
2015/4/21,1.911,0.851
2015/4/22,1.982,0.896
2015/4/23,1.954,0.873
2015/4/24,1.914,0.836
2015/4/27,1.926,0.857
2015/4/28,2.003,0.895
2015/4/29,2.046,0.895
2015/4/30,2.035,0.906
2015/5/1,2.112,0.949
2015/5/4,2.146,0.944
2015/5/5,2.182,0.988
2015/5/6,2.252,1.018
2015/5/7,2.178,1.01
2015/5/8,2.142,0.929
2015/5/11,2.287,0.997
2015/5/12,2.247,0.97
2015/5/13,2.295,0.974
2015/5/14,2.235,0.921
2015/5/15,2.148,0.904
2015/5/18,2.234,0.96
2015/5/19,2.29,1.016
2015/5/20,2.257,0.984
2015/5/21,2.195,0.952
2015/5/22,2.215,0.997
2015/5/25,2.204,1.0026
2015/5/26,2.142,0.981
2015/5/27,2.13,0.987
2015/5/28,2.135,0.957
2015/5/29,2.123,0.927
2015/5/30,2.123,0.9274
2015/6/1,2.183,0.981
2015/6/2,2.266,1.005
2015/6/3,2.361,1.046
2015/6/4,2.309,1.024
2015/6/5,2.409,1.1
2015/6/8,2.382,1.065
2015/6/9,2.442,1.109
2015/6/10,2.486,1.149
2015/6/11,2.381,1.117
2015/6/12,2.39,1.133
2015/6/15,2.36,1.104
2015/6/16,2.309,1.08
2015/6/17,2.32,1.032
2015/6/18,2.334,1.019
2015/6/19,2.261,0.986
2015/6/22,2.374,1.05
2015/6/23,2.414,1.066
2015/6/24,2.373,1.045
2015/6/25,2.412,1.061
2015/6/26,2.474,1.087
2015/6/29,2.328,0.983
2015/6/30,2.349,1.001
2015/7/1,2.427,1.066
2015/7/2,2.386,0.993
2015/7/6,2.29,0.936
2015/7/7,2.255,0.93
2015/7/8,2.197,0.915
2015/7/9,2.317,0.968
2015/7/10,2.401,1.029
2015/7/13,2.446,1.074
2015/7/14,2.397,1.029
2015/7/15,2.356,1.013
2015/7/16,2.356,1.042
2015/7/17,2.347,1.054
2015/7/18,2.347,1.0535
2015/7/20,2.38,1.094
2015/7/21,2.331,1.054
2015/7/22,2.327,1.083
2015/7/23,2.269,1.06
2015/7/24,2.262,1.041
2015/7/27,2.216,0.998
2015/7/28,2.25,1.02
2015/7/29,2.289,1.039
2015/7/30,2.257,1.052
2015/7/31,2.187,0.977
2015/8/3,2.15,0.978
2015/8/4,2.223,1.064
2015/8/5,2.27,1.081
2015/8/6,2.227,1.059
2015/8/7,2.166,1.057
2015/8/10,2.232,1.071
2015/8/11,2.143,1
2015/8/12,2.148,1.019
2015/8/13,2.189,1.061
2015/8/14,2.201,1.082
2015/8/17,2.17,1.061
2015/8/18,2.192,1.067
2015/8/19,2.129,0.997
2015/8/20,2.073,0.987
2015/8/21,2.045,0.944
2015/8/24,2.012,0.898
2015/8/25,2.078,0.933
2015/8/26,2.18,0.979
2015/8/27,2.191,0.995
2015/8/28,2.184,1.027
2015/8/31,2.214,1.051
2015/9/1,2.159,1.016
2015/9/2,2.188,1.016
2015/9/3,2.163,0.987
2015/9/4,2.131,0.992
2015/9/7,2.151,1.0027
2015/9/8,2.186,1.035
2015/9/9,2.195,1.066
2015/9/10,2.227,1.061
2015/9/11,2.187,1.029
2015/9/14,2.183,1.034
2015/9/15,2.292,1.128
2015/9/16,2.296,1.128
2015/9/17,2.192,0.987
2015/9/18,2.134,0.979
2015/9/21,2.199,1.019
2015/9/22,2.132,0.976
2015/9/23,2.151,0.992
2015/9/24,2.128,0.976
2015/9/25,2.166,0.992
2015/9/28,2.098,0.96
2015/9/29,2.06,0.936
2015/9/30,2.035,0.901
2015/10/1,2.042,0.919
2015/10/2,1.991,0.844
2015/10/3,1.991,0.8439
2015/10/5,2.058,0.879
2015/10/6,2.035,0.878
2015/10/7,2.065,0.925
2015/10/8,2.102,0.944
2015/10/9,2.09,0.949
2015/10/12,2.07,0.9438
2015/10/13,2.042,0.912
2015/10/14,1.975,0.838
2015/10/15,2.019,0.893
2015/10/16,2.035,0.907
2015/10/19,2.023,0.888
2015/10/20,2.069,0.925
2015/10/21,2.028,0.907
2015/10/22,2.028,0.891
2015/10/23,2.087,0.947
2015/10/26,2.058,0.934
2015/10/27,2.037,0.907
2015/10/28,2.101,0.998
2015/10/29,2.172,1.031
2015/10/30,2.146,1.029
2015/11/2,2.176,1.067
2015/11/3,2.218,1.091
2015/11/4,2.227,1.14
2015/11/5,2.236,1.135
2015/11/6,2.325,1.218
2015/11/9,2.349,1.237
2015/11/10,2.336,1.231
2015/11/11,2.331,1.2393
2015/11/12,2.315,1.231
2015/11/13,2.275,1.191
2015/11/16,2.271,1.189
2015/11/17,2.268,1.189
2015/11/18,2.273,1.215
2015/11/19,2.247,1.215
2015/11/20,2.264,1.242
2015/11/23,2.243,1.242
2015/11/24,2.239,1.234
2015/11/25,2.234,1.242
2015/11/26,2.224,1.2392
2015/11/27,2.222,1.218
2015/11/30,2.208,1.223
2015/12/1,2.145,1.185
2015/12/2,2.178,1.215
2015/12/3,2.321,1.258
2015/12/4,2.273,1.242
2015/12/7,2.236,1.228
2015/12/8,2.222,1.223
2015/12/9,2.211,1.229
2015/12/10,2.234,1.258
2015/12/11,2.132,1.165
2015/12/14,2.225,1.25
2015/12/15,2.268,1.29
2015/12/16,2.298,1.341
2015/12/17,2.225,1.314
2015/12/18,2.204,1.282
2015/12/21,2.195,1.277
2015/12/22,2.237,1.306
2015/12/23,2.259,1.314
2015/12/24,2.245,1.323
2015/12/28,2.232,1.323
2015/12/29,2.308,1.374
2015/12/30,2.294,1.345
2015/12/31,2.269,1.307
2016/1/4,2.243,1.302
2016/1/5,2.239,1.293
2016/1/6,2.17,1.242
2016/1/7,2.149,1.206
2016/1/8,2.116,1.176
2016/1/11,2.175,1.19
2016/1/12,2.105,1.16
2016/1/13,2.091,1.162
2016/1/14,2.091,1.138
2016/1/15,2.037,1.085
2016/1/18,2.045,1.085
2016/1/19,2.056,1.106
2016/1/20,1.988,1.053
2016/1/21,2.028,1.064
2016/1/22,2.057,1.103
2016/1/25,2.006,1.079
2016/1/26,2.003,1.069
2016/1/27,2.003,1.055
2016/1/28,1.982,1.031
2016/1/29,1.923,0.969
2016/2/1,1.95,0.998
2016/2/2,1.852,0.918
2016/2/3,1.883,0.907
2016/2/4,1.846,0.874
2016/2/5,1.843,0.9
2016/2/8,1.748,0.833
2016/2/9,1.731,0.838
2016/2/10,1.673,0.8373
2016/2/11,1.664,0.832
2016/2/12,1.746,0.8956
2016/2/15,1.772,0.9142
2016/2/16,1.779,0.9064
2016/2/17,1.816,0.9331
2016/2/18,1.741,0.8641
2016/2/19,1.743,0.9044
2016/2/22,1.755,0.9099
2016/2/23,1.716,0.886
2016/2/24,1.752,0.9021
2016/2/25,1.714,0.8595
2016/2/26,1.764,0.9242
2016/2/29,1.738,0.9028
2016/3/1,1.827,0.9784
2016/3/2,1.835,0.9894
2016/3/3,1.835,0.9951
2016/3/4,1.876,1.0283
2016/3/7,1.904,1.0721
2016/3/8,1.831,1.0261
2016/3/9,1.88,1.0716
2016/3/10,1.936,1.1222
2016/3/11,1.98,1.1568
2016/3/14,1.961,1.1488
2016/3/15,1.968,1.1569
2016/3/16,1.913,1.0425
2016/3/17,1.898,1.0399
2016/3/18,1.877,1.0053
2016/3/21,1.917,1.0453
2016/3/22,1.944,1.0748
2016/3/23,1.879,1.0267
2016/3/24,1.9,1.0456
2016/3/28,1.883,1.0376
2016/3/29,1.804,0.9356
2016/3/30,1.828,0.9033
2016/3/31,1.77,0.855
2016/4/1,1.774,0.8734
2016/4/4,1.762,0.8679
2016/4/5,1.72,0.8436
2016/4/6,1.758,0.8704
2016/4/7,1.687,0.8137
2016/4/8,1.717,0.8267
2016/4/11,1.722,0.8319
2016/4/12,1.776,0.8751
2016/4/13,1.766,0.9014
2016/4/14,1.792,0.9226
2016/4/15,1.753,0.8883
2016/4/18,1.771,0.8936
2016/4/19,1.787,0.9228
2016/4/20,1.845,0.9682
2016/4/21,1.865,0.987
2016/4/22,1.891,1.0033
2016/4/25,1.914,1.0169
2016/4/26,1.931,1.0304
2016/4/27,1.852,0.9714
2016/4/28,1.824,0.934
2016/4/29,1.835,0.9368
2016/5/2,1.872,0.953
2016/5/3,1.796,0.9046
2016/5/4,1.777,0.8884
2016/5/5,1.742,0.8561
2016/5/6,1.779,0.8831
2016/5/9,1.751,0.856
2016/5/10,1.754,0.8614
2016/5/11,1.735,0.8829
2016/5/12,1.748,0.9121
2016/5/13,1.702,0.8988
2016/5/16,1.757,0.9466
2016/5/17,1.772,0.9866
2016/5/18,1.859,1.0694
2016/5/19,1.847,1.0535
2016/5/20,1.844,1.0486
2016/5/23,1.835,1.0595
2016/5/24,1.865,1.0812
2016/5/25,1.872,1.0813
2016/5/26,1.83,1.025
2016/5/27,1.851,1.0607
2016/5/30,1.862,1.0877
2016/5/31,1.851,1.0392
2016/6/1,1.839,1.0529
2016/6/2,1.799,1.0206
2016/6/3,1.702,0.9101
2016/6/6,1.737,0.9371
2016/6/7,1.716,0.9209
2016/6/8,1.704,0.9332
2016/6/9,1.682,0.92
2016/6/10,1.644,0.8803
2016/6/13,1.613,0.8486
2016/6/14,1.613,0.8539
2016/6/15,1.575,0.7931
2016/6/16,1.579,0.8141
2016/6/17,1.611,0.8299
2016/6/20,1.678,0.875
2016/6/21,1.709,0.8936
2016/6/22,1.687,0.8697
2016/6/23,1.744,0.9203
2016/6/24,1.562,0.7443
2016/6/27,1.444,0.6936
2016/6/28,1.465,0.7121
2016/6/29,1.517,0.7493
2016/6/30,1.475,0.6985
2016/7/1,1.456,0.7032
2016/7/4,1.441,0.6951
2016/7/5,1.375,0.6521
2016/7/6,1.373,0.6734
2016/7/7,1.385,0.6919
2016/7/8,1.358,0.7022
2016/7/11,1.43,0.7587
2016/7/12,1.507,0.8134
2016/7/13,1.473,0.7949
2016/7/14,1.537,0.8266
2016/7/15,1.558,0.8348
2016/7/18,1.582,0.8455
2016/7/19,1.558,0.8323
2016/7/20,1.58,0.851
2016/7/21,1.556,0.8085
2016/7/22,1.566,0.8353
2016/7/25,1.575,0.8675
2016/7/26,1.563,0.8622
2016/7/27,1.503,0.8195
2016/7/28,1.508,0.8142
2016/7/29,1.45,0.7473
2016/8/1,1.52,0.7849
2016/8/2,1.554,0.7903
2016/8/3,1.545,0.7822
2016/8/4,1.503,0.7527
2016/8/5,1.59,0.8472
2016/8/6,1.59,0.8472
2016/8/8,1.592,0.8554
2016/8/9,1.549,0.8311
2016/8/10,1.513,0.8055
2016/8/11,1.561,0.8663
2016/8/12,1.51,0.824
2016/8/13,1.51,0.824
2016/8/15,1.558,0.8452
2016/8/16,1.575,0.8718
2016/8/17,1.549,0.8507
2016/8/18,1.534,0.8242
2016/8/19,1.58,0.8724
2016/8/22,1.544,0.8538
2016/8/23,1.546,0.8592
2016/8/24,1.563,0.8673
2016/8/25,1.578,0.8969
2016/8/26,1.628,0.9565
2016/8/29,1.563,0.9109
2016/8/30,1.57,0.9083
2016/8/31,1.578,0.922
2016/9/1,1.568,0.9032
2016/9/2,1.607,0.9146
2016/9/5,1.609,0.92
2016/9/6,1.536,0.8417
2016/9/7,1.536,0.8553
2016/9/8,1.601,0.8988
2016/9/9,1.675,0.9264
2016/9/12,1.666,0.9102
2016/9/13,1.729,0.9518
2016/9/14,1.698,0.9041
2016/9/15,1.698,0.875
2016/9/16,1.694,0.9068
2016/9/17,1.694,0.9068
2016/9/19,1.707,0.9228
2016/9/20,1.693,0.9202
2016/9/21,1.655,0.9149
2016/9/22,1.618,0.9069
2016/9/23,1.62,0.891
2016/9/24,1.62,0.891
2016/9/26,1.584,0.8589
2016/9/27,1.56,0.8562
2016/9/28,1.572,0.8616
2016/9/29,1.558,0.8401
2016/9/30,1.598,0.875
2016/10/3,1.627,0.91
2016/10/4,1.69,0.9478
2016/10/5,1.706,0.9641
2016/10/6,1.739,0.9912
2016/10/7,1.723,0.9835
2016/10/10,1.765,1.0216
2016/10/11,1.767,1.019
2016/10/12,1.771,1.0164
2016/10/13,1.746,1
2016/10/14,1.805,1.0079
2016/10/15,1.805,1.0079
2016/10/17,1.768,0.9761
2016/10/18,1.74,0.9548
2016/10/19,1.747,0.9574
2016/10/20,1.756,0.9787
2016/10/21,1.736,0.9813
2016/10/24,1.766,0.9973
2016/10/25,1.758,1
2016/10/26,1.791,1.0161
2016/10/27,1.85,1.0375
2016/10/28,1.849,1.008
2016/10/31,1.826,0.9919
2016/11/1,1.827,0.9865
2016/11/2,1.801,0.9703
2016/11/3,1.81,0.9622
2016/11/4,1.778,0.9405
2016/11/7,1.828,0.9783
2016/11/8,1.858,1.0216
2016/11/9,2.068,1.1301
2016/11/10,2.138,1.1621
2016/11/14,2.254,1.2769
2016/11/15,2.23,1.2772
2016/11/16,2.214,1.2774
2016/11/17,2.297,1.3179
2016/11/18,2.348,1.3565
2016/11/21,2.314,1.3434
2016/11/22,2.314,1.3464
2016/11/23,2.355,1.3984
2016/11/24,2.382,1.4446
2016/11/25,2.359,1.3995
2016/11/28,2.312,1.3619
2016/11/29,2.293,1.3459
2016/11/30,2.39,1.4006
2016/12/1,2.454,1.4392
2016/12/2,2.392,1.3885
2016/12/5,2.401,1.408
2016/12/6,2.392,1.3946
2016/12/7,2.344,1.3649
2016/12/8,2.409,1.3871
2016/12/9,2.466,1.4185
2016/12/12,2.477,1.4079
2016/12/13,2.473,1.4631
2016/12/14,2.567,1.5784
2016/12/15,2.606,1.6163
2016/12/16,2.599,1.598
2016/12/19,2.544,1.555
2016/12/20,2.56,1.5606
2016/12/21,2.538,1.5337
2016/12/22,2.553,1.5447
2016/12/23,2.543,1.5426
2016/12/26,2.543,1.5426
2016/12/27,2.561,1.5618
2016/12/28,2.512,1.5266
2016/12/29,2.477,1.4752
2016/12/30,2.446,1.4592
2017/1/2,2.446,1.4592
2017/1/3,2.448,1.481
2017/1/4,2.441,1.4784
2017/1/5,2.348,1.4076
2017/1/6,2.421,1.4842
2017/1/9,2.368,1.4514
2017/1/10,2.378,1.4488
2017/1/11,2.37,1.4713
2017/1/12,2.361,1.4526
2017/1/13,2.398,1.4794
2017/1/16,2.378,1.4606
2017/1/17,2.325,1.4178
2017/1/18,2.428,1.5091
2017/1/19,2.47,1.5173
2017/1/20,2.467,1.488
2017/1/23,2.401,1.4288
2017/1/24,2.465,1.4855
2017/1/25,2.515,1.5072
2017/1/26,2.512,1.4938
2017/1/27,2.486,1.4779
2017/1/30,2.49,1.478
2017/1/31,2.466,1.4699
2017/2/1,2.477,1.4781
2017/2/2,2.474,1.47
2017/2/3,2.467,1.4621
2017/2/6,2.417,1.4103
2017/2/7,2.397,1.4186
2017/2/8,2.34,1.4043
2017/2/9,2.397,1.4551
2017/2/10,2.409,1.4712
2017/2/13,2.436,1.4899
2017/2/14,2.472,1.5355
2017/2/15,2.497,1.5571
2017/2/16,2.447,1.5035
2017/2/17,2.42,1.4771
2017/2/20,2.436,1.4878
2017/2/21,2.431,1.4906
2017/2/22,2.415,1.4772
2017/2/23,2.375,1.4342
2017/2/24,2.315,1.3938
2017/2/27,2.367,1.4506
2017/2/28,2.397,1.5239
2017/3/1,2.458,1.5675
2017/3/2,2.481,1.5895
2017/3/3,2.482,1.5846
2017/3/6,2.494,1.582
2017/3/7,2.518,1.6097
2017/3/8,2.56,1.6652
2017/3/9,2.609,1.6947
2017/3/10,2.575,1.6625
2017/3/13,2.626,1.6867
2017/3/14,2.602,1.6867
2017/3/15,2.5,1.5875
2017/3/16,2.537,1.625
2017/3/17,2.5,1.6061
2017/3/18,2.5,1.6061
2017/3/20,2.463,1.5711
2017/3/21,2.416,1.5308
2017/3/22,2.403,1.5199
2017/3/23,2.418,1.5279
2017/3/24,2.418,1.533
2017/3/27,2.378,1.5113
2017/3/28,2.42,1.5545
2017/3/29,2.38,1.5165
2017/3/30,2.421,1.5354
2017/3/31,2.389,1.4971
2017/4/3,2.323,1.4373
2017/4/4,2.364,1.4724
2017/4/5,2.339,1.4397
2017/4/6,2.341,1.445
2017/4/7,2.382,1.5099
2017/4/10,2.366,1.5016
2017/4/11,2.298,1.4625
2017/4/12,2.244,1.4171
2017/4/13,2.232,1.4091
2017/4/17,2.248,1.4063
2017/4/18,2.172,1.3528
2017/4/19,2.216,1.3848
2017/4/20,2.236,1.4034
2017/4/21,2.246,1.4004
2017/4/22,2.246,1.4004
2017/4/24,2.273,1.4326
2017/4/25,2.334,1.4811
2017/4/26,2.303,1.4567
2017/4/27,2.3,1.4405
2017/4/28,2.289,1.4512
2017/5/1,2.322,1.4646
2017/5/2,2.287,1.4484
2017/5/3,2.322,1.4836
2017/5/4,2.352,1.5026
2017/5/5,2.351,1.5053
2017/5/8,2.389,1.5327
2017/5/9,2.398,1.5409
2017/5/10,2.411,1.5669
2017/5/11,2.393,1.5508
2017/5/12,2.326,1.4866
2017/5/15,2.343,1.4973
2017/5/16,2.326,1.492
2017/5/17,2.223,1.417
2017/5/18,2.228,1.4383
2017/5/19,2.235,1.4489
2017/5/22,2.252,1.4542
2017/5/23,2.282,1.4865
2017/5/24,2.252,1.446
2017/5/25,2.255,1.4568
2017/5/26,2.25,1.4566
2017/5/29,2.243,1.4566
2017/5/30,2.208,1.4349
2017/5/31,2.206,1.4349
2017/6/1,2.213,1.4429
2017/6/2,2.159,1.4265
2017/6/5,2.183,1.4454
2017/6/6,2.145,1.4209
2017/6/7,2.176,1.4481
2017/6/8,2.192,1.4589
2017/6/9,2.202,1.4807
2017/6/12,2.214,1.4889
2017/6/13,2.211,1.508
2017/6/14,2.127,1.4653
2017/6/15,2.164,1.4947
2017/6/16,2.153,1.4732
2017/6/19,2.191,1.5241
2017/6/20,2.157,1.4973
2017/6/21,2.165,1.5
2017/6/22,2.148,1.4838
2017/6/23,2.144,1.4811
2017/6/26,2.135,1.481
2017/6/27,2.203,1.5189
2017/6/28,2.226,1.5053
2017/6/29,2.267,1.5243
2017/6/30,2.304,1.5488
2017/7/1,2.304,1.5488
2017/7/3,2.348,1.5844
2017/7/4,2.334,1.5789
2017/7/5,2.327,1.579
2017/7/6,2.368,1.5873
2017/7/7,2.386,1.593
2017/7/10,2.373,1.5738
2017/7/11,2.361,1.5547
2017/7/12,2.319,1.5375
2017/7/13,2.348,1.5616
2017/7/14,2.332,1.5482
2017/7/17,2.314,1.5402
2017/7/18,2.261,1.5188
2017/7/19,2.271,1.5241
2017/7/20,2.257,1.508
2017/7/21,2.237,1.4973
2017/7/24,2.257,1.5135
2017/7/25,2.332,1.5594
2017/7/26,2.293,1.5107
2017/7/27,2.319,1.5216
2017/7/28,2.291,1.5053
2017/7/31,2.296,1.5108
2017/8/1,2.253,1.4918
2017/8/2,2.271,1.5108
2017/8/3,2.219,1.4781
2017/8/4,2.264,1.5053
2017/8/7,2.257,1.5081
2017/8/8,2.262,1.4999
2017/8/9,2.249,1.5027
2017/8/10,2.201,1.484
2017/8/11,2.191,1.4493
2017/8/14,2.224,1.4786
2017/8/15,2.273,1.5187
2017/8/16,2.226,1.4866
2017/8/17,2.185,1.4598
2017/8/18,2.197,1.4624
2017/8/21,2.183,1.4516
2017/8/22,2.217,1.4757
2017/8/23,2.169,1.4461
2017/8/24,2.196,1.473
2017/8/25,2.169,1.4675
2017/8/28,2.159,1.454
2017/8/29,2.129,1.4242
2017/8/30,2.136,1.4376
2017/8/31,2.121,1.4322
2017/9/1,2.166,1.4618
2017/9/3,2.166,1.4618
2017/9/5,2.063,1.3911
2017/9/6,2.106,1.4127
2017/9/7,2.042,1.3718
2017/9/8,2.054,1.3742
2017/9/11,2.134,1.4396
2017/9/12,2.167,1.4658
2017/9/13,2.194,1.4846
2017/9/14,2.187,1.5006
2017/9/15,2.202,1.5251
2017/9/18,2.234,1.5441
2017/9/19,2.246,1.547
2017/9/20,2.273,1.593
2017/9/21,2.278,1.5986
2017/9/22,2.253,1.5802
2017/9/25,2.222,1.5614
2017/9/26,2.236,1.5724
2017/9/27,2.31,1.5971
2017/9/28,2.309,1.5755
2017/9/29,2.339,1.6279
2017/10/2,2.341,1.6282
2017/10/3,2.325,1.612
2017/10/4,2.323,1.6094
2017/10/5,2.348,1.6288
2017/10/6,2.361,1.6408
2017/10/9,2.361,1.6463
2017/10/10,2.355,1.6355
2017/10/11,2.353,1.6468
2017/10/12,2.321,1.6652
2017/10/13,2.275,1.633
2017/10/16,2.305,1.6841
2017/10/17,2.302,1.6868
2017/10/18,2.345,1.7084
2017/10/19,2.318,1.6681
2017/10/20,2.383,1.7168
2017/10/23,2.37,1.7006
2017/10/24,2.421,1.7278
2017/10/25,2.435,1.7306
2017/10/26,2.463,1.7525
2017/10/27,2.415,1.7228
2017/10/30,2.37,1.6984
2017/10/31,2.378,1.7257
2017/11/1,2.372,1.7367
2017/11/2,2.349,1.7231
2017/11/3,2.332,1.7316
2017/11/6,2.318,1.7262
2017/11/7,2.316,1.7373
2017/11/8,2.334,1.7715
2017/11/9,2.34,1.7607
2017/11/10,2.402,1.7903
2017/11/13,2.407,1.8172
2017/11/14,2.375,1.8118
2017/11/15,2.326,1.7984
2017/11/16,2.375,1.8281
2017/11/17,2.345,1.8228
2017/11/20,2.368,1.8581
2017/11/21,2.358,1.8772
2017/11/22,2.32,1.8312
2017/11/23,2.326,1.8421
2017/11/24,2.34,1.845
2017/11/27,2.331,1.837
2017/11/28,2.326,1.8397
2017/11/29,2.388,1.8671
2017/11/30,2.415,1.8973
2017/12/1,2.363,1.8922
2017/12/4,2.372,1.9226
2017/12/5,2.353,1.931
2017/12/6,2.34,1.9146
2017/12/7,2.362,1.912
2017/12/8,2.378,1.9097
2017/12/11,2.39,1.9403
2017/12/12,2.403,1.9558
2017/12/13,2.348,1.8938
2017/12/14,2.349,1.9235
2017/12/15,2.351,1.9479
2017/12/16,2.351,1.9479
2017/12/18,2.394,1.9479
2017/12/19,2.459,1.9778
2017/12/20,2.497,1.986
2017/12/21,2.484,1.9943
2017/12/22,2.485,2.0111
2017/12/25,2.492,2.0193
2017/12/26,2.474,2.0166
2017/12/27,2.412,1.9785
2017/12/28,2.434,2.0005
2017/12/29,2.405,1.9734
2018/1/1,2.405,1.9734
2018/1/2,2.461,2.012
