date,ten_years_rate,three_years_rate
2018/1/3,2.445,2.0148
2018/1/4,2.453,2.0398
2018/1/5,2.476,2.0596
2018/1/8,2.48,2.0597
2018/1/9,2.551,2.0793
2018/1/10,2.559,2.0919
2018/1/11,2.537,2.0946
2018/1/12,2.55,2.1162
2018/1/15,2.552,2.1244
2018/1/16,2.539,2.1245
2018/1/17,2.587,2.1654
2018/1/18,2.624,2.1709
2018/1/19,2.661,2.2014
2018/1/22,2.656,2.2015
2018/1/23,2.617,2.1771
2018/1/24,2.648,2.1992
2018/1/25,2.624,2.2021
2018/1/26,2.66,2.2411
2018/1/29,2.699,2.2551
2018/1/30,2.724,2.2636
2018/1/31,2.713,2.2915
2018/2/1,2.782,2.3194
2018/2/2,2.841,2.323
2018/2/5,2.709,2.1929
2018/2/6,2.805,2.2847
2018/2/7,2.834,2.3232
2018/2/8,2.828,2.3069
2018/2/9,2.857,2.2852
2018/2/12,2.859,2.3069
2018/2/13,2.833,2.3123
2018/2/14,2.913,2.402
2018/2/15,2.906,2.4049
2018/2/16,2.873,2.3835
2018/2/19,2.889,2.4136
2018/2/20,2.891,2.4082
2018/2/21,2.952,2.4385
2018/2/22,2.919,2.414
2018/2/23,2.866,2.3896
2018/2/26,2.864,2.376
2018/2/27,2.901,2.4257
2018/2/28,2.864,2.412
2018/3/1,2.811,2.3626
2018/3/2,2.868,2.4015
2018/3/5,2.883,2.4017
2018/3/6,2.886,2.4184
2018/3/7,2.881,2.4186
2018/3/8,2.857,2.4131
2018/3/9,2.896,2.433
2018/3/12,2.866,2.4221
2018/3/13,2.844,2.413
2018/3/14,2.819,2.4103
2018/3/15,2.826,2.4293
2018/3/16,2.845,2.4458
2018/3/19,2.855,2.4595
2018/3/20,2.9,2.4952
2018/3/21,2.881,2.4624
2018/3/22,2.823,2.4268
2018/3/23,2.813,2.405
2018/3/26,2.852,2.4407
2018/3/27,2.775,2.3886
2018/3/28,2.783,2.4078
2018/3/29,2.741,2.3858
2018/4/2,2.733,2.3693
2018/4/3,2.781,2.4079
2018/4/4,2.808,2.4329
2018/4/5,2.834,2.444
2018/4/6,2.775,2.3997
2018/4/9,2.781,2.4136
2018/4/10,2.801,2.4442
2018/4/11,2.779,2.443
2018/4/12,2.843,2.5029
2018/4/13,2.825,2.5002
2018/4/16,2.829,2.5221
2018/4/17,2.83,2.5304
2018/4/18,2.875,2.5771
2018/4/19,2.914,2.5856
2018/4/20,2.96,2.6191
2018/4/23,2.977,2.6386
2018/4/24,3,2.6361
2018/4/25,3.032,2.6391
2018/4/26,2.983,2.6227
2018/4/27,2.959,2.6178
2018/4/30,2.955,2.6291
2018/5/1,2.968,2.6432
2018/5/2,2.976,2.6378
2018/5/3,2.948,2.6186
2018/5/4,2.951,2.6387
2018/5/7,2.952,2.6334
2018/5/8,2.972,2.6448
2018/5/9,3.006,2.685
2018/5/10,2.964,2.6877
2018/5/11,2.97,2.6932
2018/5/14,3.002,2.7096
2018/5/15,3.072,2.748
2018/5/16,3.104,2.7672
2018/5/17,3.115,2.7537
2018/5/18,3.06,2.7127
2018/5/21,3.058,2.7293
2018/5/22,3.063,2.7293
2018/5/23,2.993,2.6633
2018/5/24,2.977,2.6496
2018/5/25,2.931,2.6082
2018/5/28,2.898,2.5834
2018/5/29,2.79,2.4486
2018/5/30,2.857,2.5365
2018/5/31,2.86,2.5584
2018/6/1,2.902,2.6025
2018/6/4,2.944,2.6525
2018/6/5,2.926,2.6191
2018/6/6,2.974,2.6553
2018/6/7,2.922,2.6219
2018/6/8,2.948,2.6358
2018/6/11,2.952,2.6553
2018/6/12,2.964,2.6768
2018/6/13,2.974,2.7069
2018/6/14,2.935,2.6932
2018/6/15,2.922,2.6796
2018/6/18,2.917,2.6715
2018/6/19,2.897,2.6523
2018/6/20,2.937,2.6797
2018/6/21,2.899,2.6468
2018/6/22,2.895,2.6441
2018/6/25,2.882,2.6303
2018/6/26,2.877,2.6248
2018/6/27,2.827,2.589
2018/6/28,2.84,2.6
2018/6/29,2.86,2.6247
2018/7/2,2.871,2.6441
2018/7/3,2.833,2.6219
2018/7/4,2.842,2.6302
2018/7/5,2.833,2.6441
2018/7/6,2.824,2.633
2018/7/9,2.858,2.6609
2018/7/10,2.867,2.6804
2018/7/11,2.84,2.6659
2018/7/12,2.849,2.6768
2018/7/13,2.829,2.655
2018/7/16,2.856,2.6769
2018/7/17,2.86,2.6879
2018/7/18,2.875,2.6934
2018/7/19,2.838,2.6605
2018/7/20,2.895,2.6798
2018/7/23,2.96,2.7267
2018/7/24,2.95,2.735
2018/7/25,2.973,2.7599
2018/7/26,2.982,2.7767
2018/7/27,2.958,2.7631
2018/7/30,2.975,2.7632
2018/7/31,2.962,2.7689
2018/8/1,3.004,2.7829
2018/8/2,2.986,2.7608
2018/8/3,2.951,2.7332
2018/8/6,2.945,2.7305
2018/8/7,2.977,2.7641
2018/8/8,2.964,2.7637
2018/8/9,2.929,2.7391
2018/8/10,2.873,2.6818
2018/8/13,2.877,2.69
2018/8/14,2.9,2.7118
2018/8/15,2.864,2.6817
2018/8/16,2.87,2.6871
2018/8/17,2.864,2.6842
2018/8/20,2.819,2.6485
2018/8/21,2.842,2.673
2018/8/22,2.821,2.6538
2018/8/23,2.828,2.6756
2018/8/24,2.813,2.6754
2018/8/27,2.846,2.7001
2018/8/28,2.884,2.7304
2018/8/29,2.886,2.747
2018/8/30,2.859,2.7137
2018/8/31,2.86,2.6941
2018/9/3,2.862,2.7025
2018/9/4,2.898,2.7246
2018/9/5,2.904,2.7218
2018/9/6,2.878,2.6995
2018/9/7,2.939,2.7747
2018/9/10,2.935,2.7803
2018/9/11,2.981,2.8224
2018/9/12,2.964,2.8212
2018/9/13,2.974,2.8294
2018/9/14,3,2.8569
2018/9/17,2.994,2.8459
2018/9/18,3.057,2.8845
2018/9/19,3.066,2.8874
2018/9/20,3.065,2.8958
2018/9/21,3.066,2.8906
2018/9/24,3.089,2.9045
2018/9/25,3.098,2.9157
2018/9/26,3.048,2.8798
2018/9/27,3.056,2.891
2018/9/28,3.065,2.8858
2018/10/1,3.086,2.8914
2018/10/2,3.061,2.8832
2018/10/3,3.181,2.9643
2018/10/4,3.187,2.9645
2018/10/5,3.233,2.9849
2018/10/8,3.231,2.968
2018/10/9,3.206,2.9794
2018/10/10,3.174,2.9346
2018/10/11,3.146,2.938
2018/10/12,3.167,2.949
2018/10/15,3.156,2.9435
2018/10/16,3.163,2.9546
2018/10/17,3.207,2.9877
2018/10/18,3.177,2.9574
2018/10/19,3.196,2.9852
2018/10/22,3.2,2.9881
2018/10/23,3.171,2.9549
2018/10/24,3.111,2.8941
2018/10/25,3.126,2.908
2018/10/26,3.077,2.8581
2018/10/29,3.089,2.8747
2018/10/30,3.119,2.9052
2018/10/31,3.149,2.9275
2018/11/1,3.134,2.9053
2018/11/2,3.22,2.9808
2018/11/5,3.201,2.978
2018/11/6,3.231,3.0121
2018/11/7,3.237,3.0396
2018/11/8,3.239,3.0479
2018/11/9,3.186,2.9956
2018/11/12,3.151,2.96
2018/11/13,3.141,2.9517
2018/11/14,3.127,2.9216
2018/11/15,3.11,2.9051
2018/11/16,3.065,2.8475
2018/11/19,3.063,2.8337
2018/11/20,3.061,2.8447
2018/11/21,3.065,2.8528
2018/11/22,3.065,2.8528
2018/11/23,3.046,2.8416
2018/11/26,3.059,2.8582
2018/11/27,3.059,2.8637
2018/11/28,3.061,2.8443
2018/11/29,3.032,2.8332
2018/11/30,2.993,2.8108
2018/12/3,2.966,2.8274
2018/12/4,2.915,2.8079
2018/12/5,2.917,2.8133
2018/12/6,2.892,2.7687
2018/12/7,2.858,2.7238
2018/12/10,2.863,2.7376
2018/12/11,2.879,2.7654
2018/12/12,2.911,2.7782
2018/12/13,2.913,2.759
2018/12/14,2.895,2.7262
2018/12/17,2.857,2.6851
2018/12/18,2.823,2.6359
2018/12/19,2.762,2.6277
2018/12/20,2.808,2.6523
2018/12/21,2.788,2.6194
2018/12/24,2.737,2.5534
2018/12/25,2.751,2.5589
2018/12/26,2.81,2.611
2018/12/27,2.774,2.5615
2018/12/28,2.716,2.4979
2018/12/31,2.686,2.4591
2019/1/1,2.686,2.4591
2019/1/2,2.633,2.4424
2019/1/3,2.552,2.3376
2019/1/4,2.668,2.4804
2019/1/7,2.698,2.5246
2019/1/8,2.73,2.569
2019/1/9,2.712,2.5326
2019/1/10,2.746,2.5517
2019/1/11,2.699,2.5163
2019/1/14,2.706,2.5136
2019/1/15,2.718,2.5163
2019/1/16,2.727,2.5272
2019/1/17,2.75,2.5545
2019/1/18,2.788,2.6013
2019/1/21,2.773,2.5876
2019/1/22,2.741,2.5684
2019/1/23,2.75,2.5685
2019/1/24,2.716,2.5383
2019/1/25,2.759,2.588
2019/1/28,2.748,2.577
2019/1/29,2.71,2.5467
2019/1/30,2.678,2.4832
2019/1/31,2.633,2.4391
2019/2/1,2.684,2.4914
2019/2/4,2.725,2.5274
2019/2/5,2.704,2.508
2019/2/6,2.7,2.5027
2019/2/7,2.657,2.4592
2019/2/8,2.634,2.4402
2019/2/11,2.654,2.4674
2019/2/12,2.686,2.4891
2019/2/13,2.709,2.5245
2019/2/14,2.655,2.4755
2019/2/15,2.664,2.4945
2019/2/18,2.673,2.4972
2019/2/19,2.636,2.459
2019/2/20,2.648,2.4699
2019/2/21,2.695,2.5081
2019/2/22,2.654,2.4642
2019/2/25,2.668,2.4751
2019/2/26,2.638,2.4477
2019/2/27,2.686,2.4696
2019/2/28,2.717,2.4971
2019/3/1,2.759,2.5385
2019/3/4,2.724,2.5191
2019/3/5,2.719,2.5274
2019/3/6,2.693,2.497
2019/3/7,2.641,2.4471
2019/3/8,2.63,2.4386
2019/3/11,2.641,2.4552
2019/3/12,2.6,2.4076
2019/3/13,2.625,2.4293
2019/3/14,2.63,2.4212
2019/3/15,2.591,2.394
2019/3/18,2.605,2.4076
2019/3/19,2.618,2.4267
2019/3/20,2.524,2.334
2019/3/21,2.539,2.3449
2019/3/22,2.437,2.2438
2019/3/25,2.405,2.1755
2019/3/26,2.425,2.1972
2019/3/27,2.381,2.1479
2019/3/28,2.391,2.1804
2019/3/29,2.407,2.21
2019/4/1,2.503,2.2977
2019/4/2,2.472,2.2564
2019/4/3,2.528,2.3003
2019/4/4,2.513,2.2947
2019/4/5,2.499,2.2944
2019/4/8,2.52,2.3137
2019/4/9,2.502,2.297
2019/4/10,2.465,2.269
2019/4/11,2.499,2.3069
2019/4/12,2.562,2.3612
2019/4/15,2.556,2.3586
2019/4/16,2.592,2.3859
2019/4/17,2.594,2.3778
2019/4/18,2.56,2.3454
2019/4/22,2.587,2.3564
2019/4/23,2.569,2.3346
2019/4/24,2.518,2.2854
2019/4/25,2.534,2.3046
2019/4/26,2.5,2.2526
2019/4/29,2.527,2.2691
2019/4/30,2.504,2.2416
2019/5/1,2.502,2.2828
2019/5/2,2.545,2.3187
2019/5/3,2.53,2.305
2019/5/6,2.5,2.2746
2019/5/7,2.448,2.2415
2019/5/8,2.485,2.2631
2019/5/9,2.453,2.2224
2019/5/10,2.473,2.236
2019/5/13,2.403,2.152
2019/5/14,2.414,2.1602
2019/5/15,2.377,2.1196
2019/5/16,2.394,2.1412
2019/5/17,2.393,2.1467
2019/5/20,2.419,2.1766
2019/5/21,2.428,2.2039
2019/5/22,2.38,2.163
2019/5/23,2.322,2.0922
2019/5/24,2.324,2.1085
2019/5/27,2.31,2.1085
2019/5/28,2.267,2.0593
2019/5/29,2.262,2.0592
2019/5/30,2.217,2.01
2019/5/31,2.133,1.8786
2019/6/3,2.075,1.7967
2019/6/4,2.121,1.8399
2019/6/5,2.131,1.8179
2019/6/6,2.121,1.8421
2019/6/7,2.084,1.8195
2019/6/10,2.15,1.8795
2019/6/11,2.145,1.882
2019/6/12,2.122,1.8227
2019/6/13,2.093,1.7769
2019/6/14,2.084,1.7904
2019/6/17,2.091,1.812
2019/6/18,2.058,1.7958
2019/6/19,2.029,1.6961
2019/6/20,2.023,1.7284
2019/6/21,2.059,1.731
2019/6/24,2.018,1.6877
2019/6/25,1.988,1.6795
2019/6/26,2.05,1.7472
2019/6/27,2.014,1.7119
2019/6/28,2.007,1.7118
2019/7/1,2.033,1.7444
2019/7/2,1.976,1.709
2019/7/3,1.953,1.7089
2019/7/4,1.948,1.7035
2019/7/5,2.039,1.8212
2019/7/8,2.048,1.8377
2019/7/9,2.072,1.8681
2019/7/10,2.061,1.7984
2019/7/11,2.143,1.8576
2019/7/12,2.124,1.8252
2019/7/15,2.09,1.8092
2019/7/16,2.106,1.8362
2019/7/17,2.043,1.7823
2019/7/18,2.026,1.7311
2019/7/19,2.057,1.7905
2019/7/22,2.05,1.7797
2019/7/23,2.078,1.8014
2019/7/24,2.05,1.7906
2019/7/25,2.083,1.8368
2019/7/26,2.074,1.8234
2019/7/29,2.063,1.818
2019/7/30,2.06,1.8126
2019/7/31,2.007,1.8235
2019/8/1,1.902,1.6954
2019/8/2,1.843,1.6706
2019/8/5,1.718,1.5371
2019/8/6,1.716,1.5396
2019/8/7,1.721,1.5401
2019/8/8,1.719,1.5481
2019/8/9,1.745,1.591
2019/8/12,1.64,1.5053
2019/8/13,1.702,1.6125
2019/8/14,1.583,1.5267
2019/8/15,1.502,1.4225
2019/8/16,1.562,1.4383
2019/8/19,1.608,1.4973
2019/8/20,1.552,1.4436
2019/8/21,1.591,1.5
2019/8/22,1.613,1.5323
2019/8/23,1.533,1.4514
2019/8/26,1.538,1.4594
2019/8/27,1.474,1.4351
2019/8/28,1.468,1.4161
2019/8/29,1.496,1.4458
2019/8/30,1.499,1.432
2019/9/2,1.506,1.4266
2019/9/3,1.462,1.3723
2019/9/4,1.471,1.3586
2019/9/5,1.565,1.4672
2019/9/6,1.56,1.4753
2019/9/9,1.647,1.5355
2019/9/10,1.744,1.6371
2019/9/11,1.745,1.6179
2019/9/12,1.778,1.6637
2019/9/13,1.901,1.7661
2019/9/16,1.843,1.715
2019/9/17,1.81,1.6855
2019/9/18,1.8,1.7073
2019/9/19,1.787,1.6912
2019/9/20,1.722,1.6214
2019/9/23,1.723,1.616
2019/9/24,1.652,1.5485
2019/9/25,1.737,1.6162
2019/9/26,1.697,1.5974
2019/9/27,1.687,1.5759
2019/9/30,1.668,1.5624
2019/10/1,1.635,1.4945
2019/10/2,1.601,1.4348
2019/10/3,1.534,1.3507
2019/10/4,1.529,1.3612
2019/10/7,1.565,1.4208
2019/10/8,1.532,1.3718
2019/10/9,1.587,1.4311
2019/10/10,1.67,1.506
2019/10/11,1.734,1.5677
2019/10/14,1.715,1.565
2019/10/15,1.771,1.6028
2019/10/16,1.745,1.568
2019/10/17,1.75,1.5736
2019/10/18,1.754,1.5552
2019/10/21,1.803,1.604
2019/10/22,1.768,1.5826
2019/10/23,1.768,1.5882
2019/10/24,1.771,1.5829
2019/10/25,1.799,1.6215
2019/10/28,1.845,1.6517
2019/10/29,1.837,1.6493
2019/10/30,1.775,1.5976
2019/10/31,1.688,1.5161
2019/11/1,1.714,1.5465
2019/11/4,1.781,1.5932
2019/11/5,1.857,1.6345
2019/11/6,1.83,1.6143
2019/11/7,1.929,1.6996
2019/11/8,1.945,1.7106
2019/11/11,1.923,1.6999
2019/11/12,1.928,1.6892
2019/11/13,1.891,1.6625
2019/11/14,1.822,1.5929
2019/11/15,1.836,1.6169
2019/11/18,1.815,1.6035
2019/11/19,1.786,1.5981
2019/11/20,1.747,1.5711
2019/11/21,1.776,1.5953
2019/11/22,1.771,1.6114
2019/11/25,1.752,1.5952
2019/11/26,1.741,1.5789
2019/11/27,1.767,1.6168
2019/11/28,1.778,1.6222
2019/11/29,1.774,1.6086
2019/12/2,1.822,1.6167
2019/12/3,1.717,1.5405
2019/12/4,1.778,1.584
2019/12/5,1.809,1.6085
2019/12/6,1.843,1.644
2019/12/9,1.821,1.6303
2019/12/10,1.842,1.6652
2019/12/11,1.793,1.625
2019/12/12,1.896,1.6894
2019/12/13,1.824,1.625
2019/12/16,1.873,1.6545
2019/12/17,1.875,1.6518
2019/12/18,1.922,1.6707
2019/12/19,1.922,1.6627
2019/12/20,1.919,1.6628
2019/12/23,1.928,1.6763
2019/12/24,1.903,1.6439
2019/12/25,1.907,1.6493
2019/12/26,1.894,1.6439
2019/12/27,1.877,1.6005
2019/12/30,1.886,1.595
2019/12/31,1.919,1.6086
2020/1/1,1.921,1.6086
2020/1/2,1.877,1.595
2020/1/3,1.793,1.5457
2020/1/6,1.809,1.5593
2020/1/7,1.811,1.5511
2020/1/8,1.874,1.6071
2020/1/9,1.855,1.5964
2020/1/10,1.82,1.5857
2020/1/13,1.848,1.6018
2020/1/14,1.813,1.5803
2020/1/15,1.786,1.5643
2020/1/16,1.809,1.5778
2020/1/17,1.825,1.5753
2020/1/20,1.823,1.5699
2020/1/21,1.774,1.5322
2020/1/22,1.769,1.5296
2020/1/23,1.731,1.5053
2020/1/24,1.686,1.481
2020/1/27,1.613,1.4189
2020/1/28,1.661,1.4594
2020/1/29,1.581,1.3918
2020/1/30,1.591,1.3944
2020/1/31,1.505,1.2967
2020/2/3,1.526,1.3343
2020/2/4,1.603,1.402
2020/2/5,1.649,1.4372
2020/2/6,1.644,1.4399
2020/2/7,1.582,1.3879
2020/2/10,1.563,1.3687
2020/2/11,1.602,1.4041
2020/2/12,1.637,1.4232
2020/2/13,1.619,1.4205
2020/2/14,1.588,1.3991
2020/2/17,1.578,1.3937
2020/2/18,1.559,1.3803
2020/2/19,1.568,1.3937
2020/2/20,1.519,1.3589
2020/2/21,1.473,1.3185
2020/2/24,1.37,1.2032
2020/2/25,1.355,1.1817
2020/2/26,1.335,1.1493
2020/2/27,1.274,1.0609
2020/2/28,1.163,0.9159
2020/3/2,1.152,0.8941
2020/3/3,0.999,0.7076
2020/3/4,1.055,0.7149
2020/3/5,0.917,0.6268
2020/3/6,0.773,0.5585
2020/3/9,0.559,0.4492
2020/3/10,0.8,0.6314
2020/3/11,0.877,0.6344
2020/3/12,0.812,0.5526
2020/3/13,0.983,0.6239
2020/3/16,0.74,0.4369
2020/3/17,1.069,0.6161
2020/3/18,1.183,0.6666
2020/3/19,1.158,0.566
2020/3/20,0.885,0.3865
2020/3/23,0.763,0.3415
2020/3/24,0.858,0.4259
2020/3/25,0.869,0.3967
2020/3/26,0.848,0.3728
2020/3/27,0.676,0.2983
2020/3/30,0.726,0.2981
2020/3/31,0.668,0.2953
2020/4/1,0.602,0.2898
2020/4/2,0.611,0.287
2020/4/3,0.599,0.297
2020/4/6,0.678,0.3395
2020/4/7,0.726,0.3574
2020/4/8,0.771,0.3443
2020/4/9,0.729,0.3023
2020/4/13,0.77,0.326
2020/4/14,0.75,0.2866
2020/4/15,0.635,0.2422
2020/4/16,0.617,0.2552
2020/4/17,0.642,0.25
2020/4/20,0.616,0.2553
2020/4/21,0.566,0.2395
2020/4/22,0.618,0.2632
2020/4/23,0.603,0.2685
2020/4/24,0.605,0.2712
2020/4/27,0.664,0.2897
2020/4/28,0.616,0.2686
2020/4/29,0.628,0.2553
2020/4/30,0.646,0.2526
2020/5/1,0.618,0.25
2020/5/4,0.631,0.242
2020/5/5,0.662,0.2527
2020/5/6,0.709,0.2447
2020/5/7,0.639,0.1939
2020/5/8,0.685,0.2152
2020/5/11,0.707,0.2232
2020/5/12,0.667,0.2086
2020/5/13,0.654,0.206
2020/5/14,0.617,0.1903
2020/5/15,0.644,0.1905
2020/5/18,0.726,0.2326
2020/5/19,0.692,0.2116
2020/5/20,0.69,0.217
2020/5/21,0.68,0.2144
2020/5/22,0.657,0.2068
2020/5/25,0.659,0.2095
2020/5/26,0.695,0.2148
2020/5/27,0.695,0.2255
2020/5/28,0.697,0.2177
2020/5/29,0.653,0.1966
2020/6/1,0.667,0.1994
2020/6/2,0.687,0.2074
2020/6/3,0.746,0.2395
2020/6/4,0.825,0.2556
2020/6/5,0.893,0.2855
2020/6/8,0.878,0.2884
2020/6/9,0.824,0.2604
2020/6/10,0.736,0.2056
2020/6/11,0.666,0.2291
2020/6/12,0.71,0.2265
2020/6/15,0.72,0.2291
2020/6/16,0.741,0.229
2020/6/17,0.733,0.2264
2020/6/18,0.707,0.2264
2020/6/19,0.694,0.2184
2020/6/22,0.71,0.2263
2020/6/23,0.715,0.2157
2020/6/24,0.679,0.2104
2020/6/25,0.682,0.2078
2020/6/26,0.64,0.1865
2020/6/29,0.627,0.1705
2020/6/30,0.658,0.1758
2020/7/1,0.676,0.189
2020/7/2,0.669,0.1808
2020/7/6,0.678,0.186
2020/7/7,0.64,0.1806
2020/7/8,0.666,0.1903
2020/7/9,0.613,0.1799
2020/7/10,0.643,0.1903
2020/7/13,0.618,0.1825
2020/7/14,0.625,0.1877
2020/7/15,0.633,0.1799
2020/7/16,0.618,0.1747
2020/7/17,0.623,0.1722
2020/7/20,0.613,0.1775
2020/7/21,0.605,0.1671
2020/7/22,0.6,0.175
2020/7/23,0.577,0.175
2020/7/24,0.587,0.1699
2020/7/27,0.615,0.1805
2020/7/28,0.579,0.1647
2020/7/29,0.577,0.1515
2020/7/30,0.545,0.1329
2020/7/31,0.533,0.117
2020/8/3,0.554,0.1223
2020/8/4,0.512,0.1143
2020/8/5,0.549,0.1277
2020/8/6,0.538,0.1303
2020/8/7,0.566,0.141
2020/8/10,0.581,0.1464
2020/8/11,0.643,0.1732
2020/8/12,0.673,0.1904
2020/8/13,0.717,0.2009
2020/8/14,0.709,0.1826
2020/8/17,0.692,0.1826
2020/8/18,0.67,0.1696
2020/8/19,0.685,0.1722
2020/8/20,0.652,0.167
2020/8/21,0.636,0.1645
2020/8/24,0.654,0.1777
2020/8/25,0.688,0.1831
2020/8/26,0.688,0.1778
2020/8/27,0.754,0.1911
2020/8/28,0.724,0.1515
2020/8/31,0.706,0.1489
2020/9/1,0.672,0.1462
2020/9/2,0.648,0.1489
2020/9/3,0.636,0.1463
2020/9/4,0.721,0.1784
2020/9/7,0.72,0.173
2020/9/8,0.682,0.1678
2020/9/9,0.698,0.172
2020/9/10,0.682,0.1616
2020/9/11,0.669,0.1511
2020/9/14,0.676,0.1616
2020/9/15,0.68,0.1642
2020/9/16,0.698,0.1669
2020/9/17,0.689,0.1591
2020/9/18,0.697,0.167
2020/9/21,0.669,0.1592
2020/9/22,0.671,0.1539
2020/9/23,0.677,0.1619
2020/9/24,0.668,0.1593
2020/9/25,0.656,0.1514
2020/9/28,0.658,0.1488
2020/9/29,0.651,0.1488
2020/9/30,0.686,0.1595
2020/10/1,0.679,0.1595
2020/10/2,0.704,0.1676
2020/10/5,0.778,0.1889
2020/10/6,0.734,0.181
2020/10/7,0.784,0.1982
2020/10/8,0.779,0.1955
2020/10/9,0.779,0.2008
2020/10/12,0.764,0.1955
2020/10/13,0.729,0.1772
2020/10/14,0.727,0.1772
2020/10/15,0.739,0.1799
2020/10/16,0.749,0.1853
2020/10/19,0.772,0.1906
2020/10/20,0.786,0.1907
2020/10/21,0.821,0.196
2020/10/22,0.861,0.2066
2020/10/23,0.841,0.2042
2020/10/26,0.803,0.1937
2020/10/27,0.771,0.1858
2020/10/28,0.774,0.1832
2020/10/29,0.831,0.1939
2020/10/30,0.874,0.1994
2020/11/2,0.852,0.1994
2020/11/3,0.896,0.2129
2020/11/4,0.771,0.1863
2020/11/5,0.766,0.189
2020/11/6,0.82,0.2026
2020/11/9,0.924,0.2348
2020/11/10,0.96,0.2526
2020/11/11,0.977,0.2578
2020/11/12,0.883,0.2317
2020/11/13,0.898,0.2369
2020/11/16,0.911,0.2343
2020/11/17,0.862,0.2238
2020/11/18,0.87,0.229
2020/11/19,0.842,0.2211
2020/11/20,0.824,0.2079
2020/11/23,0.859,0.2184
2020/11/24,0.885,0.2183
2020/11/25,0.882,0.2077
2020/11/26,0.859,0.2051
2020/11/27,0.842,0.197
2020/11/30,0.842,0.189
2020/12/1,0.929,0.2208
2020/12/2,0.938,0.2154
2020/12/3,0.911,0.2021
2020/12/4,0.973,0.2153
2020/12/7,0.928,0.1993
2020/12/8,0.921,0.2046
2020/12/9,0.938,0.2165
2020/12/10,0.906,0.1955
2020/12/11,0.896,0.1772
2020/12/14,0.898,0.1746
2020/12/15,0.911,0.1747
2020/12/16,0.92,0.1773
2020/12/17,0.935,0.1853
2020/12/18,0.945,0.1802
2020/12/21,0.938,0.1802
2020/12/22,0.921,0.1697
2020/12/23,0.945,0.1724
2020/12/24,0.926,0.1673
2020/12/28,0.923,0.1673
2020/12/29,0.94,0.1727
2020/12/30,0.926,0.1674
2020/12/31,0.916,0.1676
2021/1/4,0.918,0.1623
2021/1/5,0.955,0.173
2021/1/6,1.039,0.2024
2021/1/7,1.081,0.2132
2021/1/8,1.119,0.2242
2021/1/11,1.144,0.2243
2021/1/12,1.129,0.2322
2021/1/13,1.092,0.2244
2021/1/14,1.129,0.2244
2021/1/15,1.087,0.2063
2021/1/18,1.1,0.2116
2021/1/19,1.092,0.2011
2021/1/20,1.077,0.1933
2021/1/21,1.109,0.1907
2021/1/22,1.086,0.1883
2021/1/25,1.033,0.1778
2021/1/26,1.033,0.1778
2021/1/27,1.013,0.1779
2021/1/28,1.052,0.1859
2021/1/29,1.071,0.1754
2021/2/1,1.079,0.1728
2021/2/2,1.095,0.1782
2021/2/3,1.139,0.1889
2021/2/4,1.136,0.1863
2021/2/5,1.169,0.1811
2021/2/8,1.176,0.1892
2021/2/9,1.16,0.1866
2021/2/10,1.124,0.1851
2021/2/11,1.165,0.1878
2021/2/12,1.21,0.1956
2021/2/15,1.25,0.2087
2021/2/16,1.311,0.2298
2021/2/17,1.282,0.2089
2021/2/18,1.297,0.2063
2021/2/19,1.34,0.2144
2021/2/22,1.369,0.2277
2021/2/23,1.343,0.2146
2021/2/24,1.372,0.2385
2021/2/25,1.53,0.3553
2021/2/26,1.407,0.2814
2021/3/1,1.426,0.2523
2021/3/2,1.398,0.2498
2021/3/3,1.484,0.2899
2021/3/4,1.557,0.306
2021/3/5,1.577,0.3119
2021/3/8,1.603,0.3442
2021/3/9,1.528,0.3176
2021/3/10,1.521,0.326
2021/3/11,1.535,0.3181
2021/3/12,1.625,0.3391
2021/3/15,1.607,0.3365
2021/3/16,1.621,0.3392
2021/3/17,1.646,0.3051
2021/3/18,1.706,0.3262
2021/3/19,1.73,0.3344
2021/3/22,1.695,0.3212
2021/3/23,1.622,0.3054
2021/3/24,1.614,0.3055
2021/3/25,1.633,0.2949
2021/3/26,1.674,0.3083
2021/3/29,1.717,0.319
2021/3/30,1.71,0.3271
2021/3/31,1.744,0.3485
2021/4/1,1.673,0.3381
2021/4/2,1.673,0.338
2021/4/5,1.707,0.3596
2021/4/6,1.658,0.3356
2021/4/7,1.679,0.333
2021/4/8,1.626,0.3196
2021/4/9,1.662,0.336
2021/4/12,1.669,0.3522
2021/4/13,1.62,0.3514
2021/4/14,1.634,0.3567
2021/4/15,1.574,0.3409
2021/4/16,1.59,0.3461
2021/4/19,1.61,0.3408
2021/4/20,1.566,0.3223
2021/4/21,1.559,0.3196
2021/4/22,1.542,0.3143
2021/4/23,1.559,0.3353
2021/4/26,1.568,0.3432
2021/4/27,1.625,0.3591
2021/4/28,1.611,0.3352
2021/4/29,1.641,0.3378
2021/4/30,1.626,0.3324
2021/5/3,1.599,0.3217
2021/5/4,1.591,0.319
2021/5/5,1.571,0.3083
2021/5/6,1.57,0.3109
2021/5/7,1.579,0.292
2021/5/10,1.604,0.2972
2021/5/11,1.622,0.3025
2021/5/12,1.693,0.355
2021/5/13,1.659,0.3366
2021/5/14,1.635,0.3287
2021/5/17,1.652,0.3367
2021/5/18,1.64,0.3262
2021/5/19,1.676,0.35
2021/5/20,1.628,0.3237
2021/5/21,1.623,0.3292
2021/5/24,1.603,0.3213
2021/5/25,1.56,0.3029
2021/5/26,1.581,0.3056
